filename,area,perimeter,num_contours
Bin-P8139-190Oe-30ms-5Tw-0.tif,54995.5,1226.0529573173853,1
Bin-P8139-190Oe-30ms-5Tw-1.tif,54461.5,1291.8935777509514,1
Bin-P8139-190Oe-30ms-5Tw-2.tif,53580.5,1262.5798692519666,3
Bin-P8139-190Oe-30ms-5Tw-3.tif,54531.0,1292.7220048756976,4
Bin-P8139-190Oe-30ms-5Tw-4.tif,54072.0,1252.4966081312814,2
Bin-P8139-190Oe-30ms-5Tw-5.tif,53906.0,1317.207286249936,2
Bin-P8139-190Oe-30ms-5Tw-6.tif,53873.0,1296.538238691624,2
Bin-P8139-190Oe-30ms-5Tw-7.tif,53415.0,1314.8641404994282,2
Bin-P8139-190Oe-30ms-5Tw-8.tif,52667.0,1265.6093065034893,2
Bin-P8139-190Oe-30ms-5Tw-9.tif,51482.5,1300.9646455628167,1
Bin-P8139-190Oe-30ms-5Tw-10.tif,51826.5,1275.8519471906088,3
Bin-P8139-190Oe-30ms-5Tw-11.tif,51389.0,1295.9940828143394,2
Bin-P8139-190Oe-30ms-5Tw-12.tif,51887.0,1307.4499269370554,2
Bin-P8139-190Oe-30ms-5Tw-13.tif,51003.5,1257.2661607529817,1
Bin-P8139-190Oe-30ms-5Tw-14.tif,51855.0,1338.479364188578,4
Bin-P8139-190Oe-30ms-5Tw-15.tif,50988.0,1256.479364188578,2
Bin-P8139-190Oe-30ms-5Tw-16.tif,50569.0,1346.7636354360402,2
Bin-P8139-190Oe-30ms-5Tw-17.tif,51108.5,1325.5504320004436,1
Bin-P8139-190Oe-30ms-5Tw-18.tif,50634.5,1294.0529573173853,1
Bin-P8139-190Oe-30ms-5Tw-19.tif,50667.0,1389.1067811865476,2
Bin-P8139-190Oe-30ms-5Tw-20.tif,50268.0,1425.7341981845173,2
Bin-P8139-190Oe-30ms-5Tw-21.tif,49532.0,1341.8347032479055,2
Bin-P8139-190Oe-30ms-5Tw-22.tif,49640.0,1353.5504320004436,2
Bin-P8139-190Oe-30ms-5Tw-23.tif,49696.5,1323.508801440101,1
Bin-P8139-190Oe-30ms-5Tw-24.tif,49180.5,1358.37885912519,3
Bin-P8139-190Oe-30ms-5Tw-25.tif,49722.0,1335.5504320004438,2
Bin-P8139-190Oe-30ms-5Tw-26.tif,49246.5,1347.1067811865478,1
Bin-P8139-190Oe-30ms-5Tw-27.tif,49425.0,1360.7047609329943,4
Bin-P8139-190Oe-30ms-5Tw-28.tif,49667.5,1406.3199846221441,1
Bin-P8139-190Oe-30ms-5Tw-29.tif,49813.5,1335.0651506262052,1
Bin-P8139-190Oe-30ms-5Tw-30.tif,49178.5,1323.5504320004438,3
Bin-P8139-190Oe-30ms-5Tw-31.tif,48455.5,1411.77582874486,3
Bin-P8139-190Oe-30ms-5Tw-32.tif,50664.5,1469.5331880577407,1
Bin-P8139-190Oe-30ms-5Tw-33.tif,49795.5,1424.9474016201139,5
Bin-P8139-190Oe-30ms-5Tw-34.tif,49922.0,1335.4499269370554,4
Bin-P8139-190Oe-30ms-5Tw-35.tif,50006.5,1422.8468965567254,3
Bin-P8139-190Oe-30ms-5Tw-36.tif,49188.5,1408.7463914933371,5
Bin-P8139-190Oe-30ms-5Tw-37.tif,49977.0,1430.3616151824867,2
Bin-P8139-190Oe-30ms-5Tw-38.tif,48957.5,1432.2611101190985,3
Bin-P8139-190Oe-30ms-5Tw-39.tif,48978.0,1375.2489168102788,2
Bin-P8139-190Oe-30ms-5Tw-40.tif,50187.0,1436.746391493337,2
Bin-P8139-190Oe-30ms-5Tw-41.tif,49221.5,1391.793072687563,1
Bin-P8139-190Oe-30ms-5Tw-42.tif,49392.0,1460.503750806218,4
Bin-P8139-190Oe-30ms-5Tw-43.tif,49249.0,1404.1778489984133,2
Bin-P8139-190Oe-30ms-5Tw-44.tif,49256.5,1393.8347032479055,1
Bin-P8139-190Oe-30ms-5Tw-45.tif,48325.5,1379.3910524340097,3
Bin-P8139-190Oe-30ms-5Tw-46.tif,48902.5,1385.1067811865478,1
Bin-P8139-190Oe-30ms-5Tw-47.tif,48445.5,1348.9057710597713,3
Bin-P8139-190Oe-30ms-5Tw-48.tif,48160.5,1298.1950929411162,1
Bin-P8139-190Oe-30ms-5Tw-49.tif,48828.5,1307.4499269370554,1
Bin-P8139-190Oe-30ms-5Tw-50.tif,48898.5,1387.491557497398,1
Bin-P8139-190Oe-30ms-5Tw-51.tif,48539.5,1386.2783540618016,1
Bin-P8139-190Oe-30ms-5Tw-52.tif,47859.5,1387.2072862499363,1
Bin-P8139-190Oe-30ms-5Tw-53.tif,46701.5,1387.0651506262052,1
Bin-P8139-190Oe-30ms-5Tw-54.tif,48407.5,1439.77582874486,1
Bin-P8139-190Oe-30ms-5Tw-55.tif,47569.5,1466.604255869606,3
Bin-P8139-190Oe-30ms-5Tw-56.tif,49090.0,1453.231672867576,4
Bin-P8139-190Oe-30ms-5Tw-57.tif,48913.5,1450.9890321804564,1
Bin-P8139-190Oe-30ms-5Tw-58.tif,47737.0,1480.604255869606,2
Bin-P8139-190Oe-30ms-5Tw-59.tif,47425.5,1409.6336931211288,1
Bin-P8139-190Oe-30ms-5Tw-60.tif,47597.5,1460.8468965567254,1
Bin-P8139-190Oe-30ms-5Tw-61.tif,48203.5,1386.8641404994282,1
Bin-P8139-190Oe-30ms-5Tw-62.tif,47720.5,1316.2783540618016,3
Bin-P8139-190Oe-30ms-5Tw-63.tif,46185.0,1394.1189744953676,2
Bin-P8139-190Oe-30ms-5Tw-64.tif,46728.0,1427.2905473706214,2
Bin-P8139-190Oe-30ms-5Tw-65.tif,46351.5,1343.0062761231593,1
Bin-P8139-190Oe-30ms-5Tw-66.tif,47310.0,1369.0895372438447,2
Bin-P8139-190Oe-30ms-5Tw-67.tif,47074.0,1442.077343935025,2
Bin-P8139-190Oe-30ms-5Tw-68.tif,47176.5,1377.5920625607862,1
Bin-P8139-190Oe-30ms-5Tw-69.tif,47336.5,1421.5920625607864,1
Bin-P8139-190Oe-30ms-5Tw-70.tif,47733.5,1412.361615182487,5
Bin-P8139-190Oe-30ms-5Tw-71.tif,46765.5,1472.503750806218,3
Bin-P8139-190Oe-30ms-5Tw-72.tif,47193.0,1360.8641404994282,2
Bin-P8139-190Oe-30ms-5Tw-73.tif,45500.5,1392.5626253092635,1
Bin-P8139-190Oe-30ms-5Tw-74.tif,47030.0,1413.633693121129,2
Bin-P8139-190Oe-30ms-5Tw-75.tif,46467.5,1415.0062761231593,1
Bin-P8139-190Oe-30ms-5Tw-76.tif,46328.5,1410.8052659963828,1
Bin-P8139-190Oe-30ms-5Tw-77.tif,45271.0,1463.9768388716366,4
Bin-P8139-190Oe-30ms-5Tw-78.tif,45753.5,1431.633693121129,3
Bin-P8139-190Oe-30ms-5Tw-79.tif,45618.5,1404.8052659963828,1
Bin-P8139-190Oe-30ms-5Tw-80.tif,46416.0,1471.633693121129,2
Bin-P8139-190Oe-30ms-5Tw-81.tif,45464.0,1441.6753236814716,4
Bin-P8139-190Oe-30ms-5Tw-82.tif,45417.0,1422.5626253092637,2
Bin-P8139-190Oe-30ms-5Tw-83.tif,45536.0,1462.5037508062178,2
Bin-P8139-190Oe-30ms-5Tw-84.tif,45946.5,1456.2611101190985,1
Bin-P8139-190Oe-30ms-5Tw-85.tif,46185.5,1476.3616151824867,1
Bin-P8139-190Oe-30ms-5Tw-86.tif,45980.5,1481.5748186180833,1
Bin-P8139-190Oe-30ms-5Tw-87.tif,46386.5,1516.5037508062178,3
Bin-P8139-190Oe-30ms-5Tw-88.tif,45626.0,1545.3565645486037,2
Bin-P8139-190Oe-30ms-5Tw-89.tif,44545.5,1587.8002153624993,1
Bin-P8139-190Oe-30ms-5Tw-90.tif,44139.5,1531.1311678041873,1
Bin-P8139-190Oe-30ms-5Tw-91.tif,46717.0,1611.6997102991113,2
Bin-P8139-190Oe-30ms-5Tw-92.tif,45772.5,1515.1311678041875,1
Bin-P8139-190Oe-30ms-5Tw-93.tif,44947.0,1592.2438661763954,2
Bin-P8139-190Oe-30ms-5Tw-94.tif,45664.0,1562.5453813665604,2
Bin-P8139-190Oe-30ms-5Tw-95.tif,44891.0,1626.729147550634,4
Bin-P8139-190Oe-30ms-5Tw-96.tif,45750.5,1568.0184694319792,3
Bin-P8139-190Oe-30ms-5Tw-97.tif,44823.0,1634.871283174365,2
Bin-P8139-190Oe-30ms-5Tw-98.tif,46152.5,1621.8590898655452,1
Bin-P8139-190Oe-30ms-5Tw-99.tif,45147.5,1685.0550493584385,3
Bin-P8139-190Oe-30ms-5Tw-100.tif,45312.5,1538.746391493337,1
